0.0078251725	-0.025842808	0.035732634	0.006680295	-0.028876828	-0.021237416	0.06100516	-0.04717369	0.0052872533	-0.034070965	-0.032814346	0.056158997	-0.008003958	-0.032927368	-0.111351095	0.0020425185
0.015830101	-0.03015112	-0.006307251	-0.006789108	-0.0136566125	0.03578099	0.10325509	-0.09300767	-0.04101941	0.030706977	-0.069143176	0.0669977	-0.035842344	-0.06130954	-0.018546233	-0.012091276
-0.053313352	-0.029329915	0.07464614	-0.017829217	0.051065255	0.06911811	0.036653064	-0.07652948	-0.068500385	0.020443782	-0.07099994	0.067817114	-0.03326421	-0.02247655	-0.026438635	-0.037504572
0.010545628	-0.019370114	0.054318417	0.0045765857	-0.013551665	0.014155593	0.04535066	-0.13245532	0.02642279	-0.010452111	-0.0029333131	0.07927927	0.01663073	-0.07819556	-0.060162384	0.0125916265
0.018111262	-0.038541846	0.01176061	-0.025489159	0.046835918	0.058235593	0.023103055	0.01822194	-0.03146181	-0.053749736	-0.018603316	0.10239769	-0.04727647	0.050428342	-0.090447575	0.0017761753
0.11159306	0.02868071	0.022527432	-0.028960079	0.0007063788	-0.00097514474	0.035435252	-0.07123432	-0.1205201	-0.020418104	-0.026147587	0.043685667	-0.014513066	-0.05403766	0.03631619	0.031783618
-0.0137855625	-0.07494021	-0.015026323	-0.0009598774	0.030759538	0.021228459	0.053109188	-0.05885616	-0.08499691	0.020536058	-0.060864948	0.07505476	-0.034832038	-0.08415983	-0.1496546	-0.0016088026
0.052691326	0.00083833456	-0.022546861	-0.032484975	0.039023478	0.008970739	0.04903677	-0.11075715	-0.01545697	0.0043025166	-0.055041593	0.07567237	0.0020149497	-0.07900934	0.0074302503	-0.08364395
-0.013876303	-0.029650047	0.024682393	0.010197241	-0.0065400344	0.0208855	0.07184979	0.045194704	-0.0149586005	0.039144635	-0.11283624	0.07433419	-0.010327228	-0.07270422	-0.015827535	0.032069758
0.017495424	-0.04982057	-0.014023259	0.016035981	0.023125831	0.01791184	-0.042425096	-0.059874475	-0.03308199	0.055683948	-0.0037567648	0.107943356	-0.054851744	-0.07907486	-0.008737822	0.05844629
0.004753313	-0.029808441	-0.017185494	0.04854949	-0.06355321	0.04668349	0.004718491	-0.06588371	-0.0032554343	-0.0027606003	-0.023216203	0.02234643	-0.040124428	0.012291365	-0.049207855	0.062642455
0.11506555	0.010069963	0.025556708	0.0657838	-0.085379966	0.07294986	0.0044011236	0.00089488144	-0.0033722443	0.008529451	0.00066325325	0.03507815	-0.13598767	-0.061805986	-0.07252179	-0.014020131
0.06414645	-0.027423998	0.0019326414	0.04783726	0.023864115	0.025874007	0.0072564436	-0.09700236	0.026712313	0.029265042	-0.04911412	0.007411406	0.031507652	-0.1141906	-0.039835986	0.036386
0.019700836	-0.008070917	-0.04300854	0.06689115	0.08341755	0.010825982	0.03816635	0.012183821	-0.10198937	-0.008320477	-0.15290652	0.021795306	0.095689654	0.05058008	-0.052352868	0.012144317
-0.0055863974	-0.1325549	0.04672435	-0.00024250458	0.09159651	-0.0005793714	0.03754479	-0.037963882	-0.009289181	-0.0076555884	-0.040996764	0.12658142	-0.020042276	-0.03941129	-0.05895996	0.0027661105
0.038707044	0.03199912	0.0103109935	-0.020314205	-0.083882086	0.12471572	0.08213355	-0.012735574	0.03977447	0.038736723	-0.06759991	-0.04052506	-0.059110098	-0.00021122687	-0.0750045	0.011576183
