739.9904854830446,149
265.21254122851,51
245.91963383387963,45
653.9100766196223,130
700.0979785979381,137
137.96439826913362,24
619.0687031914185,121
430.89533553004026,86
583.1874079852399,118
272.1339801792178,50
699.3995406621876,135
60.95123489412413,11
219.0073818875285,42
532.9832921470025,104
467.2084863881686,92
620.5088187155652,127
226.5543847234935,43
294.52204770375675,55
304.56619470260426,58
20.47907870396923,3
558.1286735448881,111
502.9355766095143,98
319.40312033377444,68
12.412274868850414,0
197.13124393722364,38
42.307711870077796,2
61.35211470528306,14
49.70130042220641,9
28.907675951437582,6
360.8936640417998,69
614.2437915592143,122
118.77492070837606,23
457.982444528055,91
206.34848574241582,37
368.7296861409518,73
378.38756145409036,71
322.7217930967917,61
29.096098415781828,4
570.1856987878833,113
543.1813760956461,105
109.44847510892778,19
109.28120816744347,22
529.302964765895,103
742.4432896531208,147
314.7587654658288,63
428.88514687597717,80
712.0030149611176,144
515.9242261730664,100
741.7715281218674,145
472.06597228956883,94
440.8481219757636,87
98.19392114781378,20
687.2751620791697,134
386.21364738584066,72
254.89226866620254,52
46.07235387578194,10
286.9283601517585,56
440.3923969140431,88
663.9248083479782,132
622.5073354351857,120
303.6429608097151,60
576.1613236115664,112
333.12758316706163,65
9.691298481059125,1
615.3796561173627,117
443.6135143868738,85
625.5209421268692,125
717.6309547967336,139
140.12421270876567,25
244.63663740863447,48
466.0717365799418,93
716.6534750038338,143
425.45726950032457,82
610.1884870199298,124
138.5914424321904,26
655.4516940958874,131
272.22486766768594,54
230.696124064467,44
514.7076445246556,101
469.4150773743467,90
315.5928885773593,62
592.5765807158632,116
508.00487327497035,99
727.6520488443314,141
737.0616755133395,146
48.82481117061563,5
608.7807545090155,123
558.459552241023,110
204.9414697883337,40
177.4769184914814,34
266.1043476795182,53
156.68428370207783,31
366.35298089884606,74
189.976600910425,36
37.08363342069712,7
656.0364846530824,129
438.18421133187945,84
349.89060725824544,66
208.22268582721787,41
139.36689121518083,27
400.56580298753744,79
602.830546822723,119
111.57331007231312,17
171.98932388190755,33
369.0292597533174,75
